Elecció;Any;Districte;Secció;CUSEC;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;PxC;% PxC;En Blanco;% En Blanco;PRIMARIES;% PRIMARIES;TxT;% TxT;VOX;% VOX;Podem;% Podem;PACMA;% PACMA;Altres;% Altres
Municipals;2015;5;26;08279805026;994;613;2;0;611;61,67%;130;21,21%;93;15,17%;144;23,49%;33;5,38%;93;15,17%;73;11,91%;32;5,22%;3;0,49%;;;;;;;;;;;;;10;0.0164
Municipals;2015;5;27;08279805027;957;577;9;5;563;59,77%;126;22,03%;79;13,81%;111;19,41%;26;4,55%;113;19,76%;59;10,31%;39;6,82%;8;1,40%;;;;;;;;;;;;;2;0.0036
Municipals;2015;5;28;08279805028;876;507;6;4;497;57,42%;185;36,78%;25;4,97%;41;8,15%;22;4,37%;115;22,86%;73;14,51%;17;3,38%;9;1,79%;;;;;;;;;;;;;10;0.0201
Municipals;2015;5;29;08279805029;887;517;4;2;511;58,06%;163;31,65%;20;3,88%;60;11,65%;23;4,47%;127;24,66%;73;14,17%;24;4,66%;6;1,17%;;;;;;;;;;;;;15;0.0294
Municipals;2015;6;1;08279806001;879;491;7;0;484;55,86%;215;43,79%;27;5,50%;31;6,31%;17;3,46%;106;21,59%;61;12,42%;9;1,83%;13;2,65%;;;;;;;;;;;;;5;0.0103
Municipals;2015;6;2;08279806002;1180;593;4;3;586;50,00%;197;33,39%;43;7,29%;47;7,97%;33;5,59%;131;22,20%;79;13,39%;20;3,39%;10;1,69%;;;;;;;;;;;;;26;0.0444
Municipals;2015;6;3;08279806003;1455;735;2;4;729;50,24%;245;33,52%;39;5,34%;44;6,02%;62;8,48%;183;25,03%;100;13,68%;34;4,65%;15;2,05%;;;;;;;;;;;;;7;0.0096
Municipals;2015;6;4;08279806004;870;446;6;1;439;51,15%;132;29,66%;26;5,84%;41;9,21%;48;10,79%;82;18,43%;59;13,26%;34;7,64%;11;2,47%;;;;;;;;;;;;;6;0.0137
Municipals;2015;6;5;08279806005;1106;557;2;0;555;50,36%;156;28,01%;20;3,59%;62;11,13%;33;5,92%;156;28,01%;66;11,85%;33;5,92%;22;3,95%;;;;;;;;;;;;;7;0.0126
Municipals;2015;6;6;08279806006;1117;550;7;4;539;48,88%;173;31,68%;21;3,85%;25;4,58%;29;5,31%;120;21,98%;126;23,08%;22;4,03%;20;3,66%;;;;;;;;;;;;;3;0.0056
Municipals;2015;6;8;08279806008;1634;881;5;9;867;53,37%;244;27,98%;92;10,55%;158;18,12%;32;3,67%;158;18,12%;102;11,70%;53;6,08%;19;2,18%;;;;;;;;;;;;;9;0.0104
Municipals;2015;6;9;08279806009;876;491;4;0;487;56,05%;169;34,42%;27;5,50%;32;6,52%;30;6,11%;134;27,29%;57;11,61%;22;4,48%;10;2,04%;;;;;;;;;;;;;6;0.0123
Municipals;2015;6;10;08279806010;1548;873;9;4;860;56,14%;324;37,28%;38;4,37%;55;6,33%;56;6,44%;197;22,67%;127;14,61%;27;3,11%;22;2,53%;;;;;;;;;;;;;14;0.0163
Municipals;2015;6;11;08279806011;1287;580;2;2;576;44,91%;199;34,43%;21;3,63%;39;6,75%;37;6,40%;173;29,93%;68;11,76%;15;2,60%;7;1,21%;;;;;;;;;;;;;17;0.0295
Municipals;2015;6;12;08279806012;935;481;1;3;477;51,12%;147;30,75%;29;6,07%;50;10,46%;39;8,16%;113;23,64%;65;13,60%;24;5,02%;8;1,67%;;;;;;;;;;;;;2;0.0042
Municipals;2015;6;13;08279806013;702;383;3;1;379;54,42%;140;36,65%;9;2,36%;8;2,09%;33;8,64%;103;26,96%;48;12,57%;10;2,62%;17;4,45%;;;;;;;;;;;;;11;0.0290
Municipals;2015;6;14;08279806014;727;318;3;1;314;43,60%;120;37,85%;7;2,21%;16;5,05%;24;7,57%;70;22,08%;33;10,41%;16;5,05%;18;5,68%;;;;;;;;;;;;;10;0.0318
Municipals;2015;6;16;08279806016;1140;512;2;2;508;44,74%;159;31,18%;58;11,37%;29;5,69%;36;7,06%;139;27,25%;48;9,41%;18;3,53%;14;2,75%;;;;;;;;;;;;;7;0.0138
Municipals;2015;6;18;08279806018;909;484;7;7;470;52,48%;202;42,35%;18;3,77%;14;2,94%;35;7,34%;105;22,01%;51;10,69%;13;2,73%;21;4,40%;;;;;;;;;;;;;11;0.0234
Municipals;2015;6;20;08279806020;1174;534;9;6;519;44,97%;207;39,20%;16;3,03%;31;5,87%;29;5,49%;102;19,32%;73;13,83%;15;2,84%;30;5,68%;;;;;;;;;;;;;16;0.0308
Municipals;2015;6;23;08279806023;1005;485;4;3;478;47,96%;194;40,25%;10;2,07%;35;7,26%;32;6,64%;110;22,82%;75;15,56%;8;1,66%;11;2,28%;;;;;;;;;;;;;3;0.0063
Municipals;2015;6;24;08279806024;1780;893;12;4;877;49,94%;290;32,62%;20;2,25%;42;4,72%;51;5,74%;283;31,83%;134;15,07%;25;2,81%;16;1,80%;;;;;;;;;;;;;16;0.0182
Municipals;2015;6;25;08279806025;1408;730;12;2;716;51,70%;288;39,56%;27;3,71%;49;6,73%;42;5,77%;172;23,63%;80;10,99%;28;3,85%;16;2,20%;;;;;;;;;;;;;14;0.0196
Municipals;2015;6;26;08279806026;1198;576;6;1;569;48,00%;223;38,78%;12;2,09%;25;4,35%;19;3,30%;146;25,39%;76;13,22%;24;4,17%;37;6,43%;;;;;;;;;;;;;7;0.0123
Municipals;2015;6;27;08279806027;981;481;5;0;476;49,03%;238;49,48%;8;1,66%;24;4,99%;26;5,41%;109;22,66%;51;10,60%;5;1,04%;13;2,70%;;;;;;;;;;;;;2;0.0042
Municipals;2015;6;28;08279806028;1189;666;6;6;654;55,51%;257;38,94%;16;2,42%;33;5,00%;45;6,82%;187;28,33%;80;12,12%;19;2,88%;13;1,97%;;;;;;;;;;;;;4;0.0061
Municipals;2015;6;29;08279806029;769;378;5;2;371;48,89%;136;36,17%;6;1,60%;17;4,52%;24;6,38%;91;24,20%;66;17,55%;11;2,93%;16;4,26%;;;;;;;;;;;;;4;0.0108
Municipals;2015;6;30;08279806030;549;236;3;2;231;42,62%;65;27,78%;9;3,85%;17;7,26%;8;3,42%;73;31,20%;42;17,95%;7;2,99%;7;2,99%;;;;;;;;;;;;;3;0.0130
Municipals;2015;6;31;08279806031;740;389;4;0;385;52,57%;141;36,25%;10;2,57%;29;7,46%;11;2,83%;114;29,31%;49;12,60%;16;4,11%;12;3,08%;;;;;;;;;;;;;3;0.0078
Municipals;2015;6;32;08279806032;559;249;3;2;244;44,19%;51;20,65%;12;4,86%;9;3,64%;10;4,05%;79;31,98%;52;21,05%;7;2,83%;16;6,48%;;;;;;;;;;;;;8;0.0328
Municipals;2015;6;33;08279806033;1001;533;11;2;520;53,05%;143;26,93%;24;4,52%;55;10,36%;23;4,33%;115;21,66%;117;22,03%;21;3,95%;15;2,82%;;;;;;;;;;;;;7;0.0135
Municipals;2019;1;1;8279801001;1096;842;2;1;839;76.73;53;6.3;226;26.87;200;23.78;23;2.73;16;1.9;33;3.92;58;6.9;;;;;23;2.73;178;21.17;6;0.71;6;0.71;;;17;0.0203
Municipals;2019;1;2;8279801002;1117;791;5;0;786;70.81;69;8.72;175;22.12;189;23.89;20;2.53;51;6.45;22;2.78;56;7.08;;;;;17;2.15;162;20.48;4;0.51;8;1.01;;;13;0.0165
Municipals;2019;1;4;8279801004;1539;1131;4;6;1121;73.1;96;8.53;197;17.51;273;24.27;34;3.02;50;4.44;33;2.93;83;7.38;;;;;36;3.2;280;24.89;12;1.07;19;1.69;;;8;0.0071
Municipals;2019;1;5;8279801005;987;764;3;2;759;77.2;79;10.37;124;16.27;181;23.75;29;3.81;44;5.77;34;4.46;43;5.64;;;;;22;2.89;180;23.62;5;0.66;15;1.97;;;3;0.0040
Municipals;2019;1;6;8279801006;1212;899;3;0;896;74.17;79;8.79;189;21.02;231;25.7;23;2.56;37;4.12;47;5.23;39;4.34;;;;;34;3.78;187;20.8;9;1;9;1;;;12;0.0134
Municipals;2019;1;7;8279801007;1428;1000;6;1;993;69.96;97;9.71;199;19.92;208;20.82;43;4.3;32;3.2;35;3.5;46;4.6;;;;;33;3.3;266;26.63;11;1.1;13;1.3;;;10;0.0101
Municipals;2019;1;8;8279801008;1983;1467;7;1;1459;73.93;121;8.25;298;20.33;325;22.17;46;3.14;53;3.62;72;4.91;83;5.66;;;;;39;2.66;383;26.13;14;0.95;16;1.09;;;9;0.0062
Municipals;2019;1;9;8279801009;1050;746;2;3;741;70.76;45;6.06;129;17.36;194;26.11;23;3.1;38;5.11;43;5.79;53;7.13;;;;;20;2.69;161;21.67;12;1.62;14;1.88;;;9;0.0121
Municipals;2019;1;10;8279801010;981;693;3;0;690;70.64;71;10.25;97;14;185;26.7;16;2.31;34;4.91;31;4.47;50;7.22;;;;;21;3.03;163;23.52;5;0.72;14;2.02;;;3;0.0043
Municipals;2019;1;11;8279801011;923;590;5;2;583;63.71;117;19.9;29;4.93;98;16.67;15;2.55;37;6.29;45;7.65;31;5.27;;;;;3;0.51;169;28.74;9;1.53;30;5.1;;;0;0.0000
Municipals;2019;1;12;8279801012;1100;692;5;2;685;62.73;130;18.84;56;8.12;123;17.83;18;2.61;31;4.49;37;5.36;28;4.06;;;;;16;2.32;203;29.42;0;0;38;5.51;;;5;0.0073
Municipals;2019;1;13;8279801013;643;390;6;2;382;60.34;111;28.61;2;0.52;32;8.25;9;2.32;15;3.87;38;9.79;10;2.58;;;;;1;0.26;117;30.15;19;4.9;27;6.96;;;1;0.0026
Municipals;2019;1;14;8279801014;1625;946;1;4;941;57.97;222;23.57;53;5.63;125;13.27;40;4.25;45;4.78;109;11.57;30;3.18;;;;;9;0.96;250;26.54;25;2.65;32;3.4;;;1;0.0011
Municipals;2019;1;15;8279801015;936;601;6;1;594;64.1;140;23.33;59;9.83;82;13.67;9;1.5;26;4.33;38;6.33;25;4.17;;;;;8;1.33;164;27.33;20;3.33;23;3.83;;;0;0.0000
Municipals;2019;1;16;8279801016;1864;1246;2;4;1240;66.63;197;15.86;169;13.61;284;22.87;16;1.29;34;2.74;67;5.39;66;5.31;;;;;27;2.17;313;25.2;22;1.77;44;3.54;;;1;0.0008
Municipals;2019;1;17;8279801017;1657;1193;2;2;1189;71.88;127;10.66;195;16.37;306;25.69;26;2.18;64;5.37;48;4.03;56;4.7;;;;;34;2.85;292;24.52;7;0.59;30;2.52;;;4;0.0034
Municipals;2019;1;18;8279801018;440;342;2;1;339;77.5;35;10.26;67;19.65;85;24.93;5;1.47;13;3.81;15;4.4;26;7.62;;;;;9;2.64;76;22.29;1;0.29;5;1.47;;;2;0.0059
Municipals;2019;1;19;8279801019;1158;735;7;2;726;63.3;128;17.46;49;6.68;125;17.05;30;4.09;49;6.68;56;7.64;30;4.09;;;;;4;0.55;217;29.6;15;2.05;23;3.14;;;0;0.0000
Municipals;2019;1;20;8279801020;1049;800;3;2;795;76.07;124;15.54;85;10.65;171;21.43;29;3.63;32;4.01;50;6.27;46;5.76;;;;;15;1.88;221;27.69;4;0.5;14;1.75;;;4;0.0050
Municipals;2019;1;21;8279801021;1070;696;4;1;691;64.95;129;18.56;78;11.22;125;17.99;24;3.45;37;5.32;68;9.78;25;3.6;;;;;9;1.29;172;24.75;6;0.86;17;2.45;;;1;0.0014
Municipals;2019;1;22;8279801022;1405;982;6;1;975;69.82;127;12.95;131;13.35;194;19.78;33;3.36;44;4.49;51;5.2;53;5.4;;;;;27;2.75;277;28.24;12;1.22;19;1.94;;;7;0.0072
Municipals;2019;1;23;8279801023;968;756;4;1;751;78;120;15.89;79;10.46;160;21.19;24;3.18;47;6.23;66;8.74;36;4.77;;;;;7;0.93;174;23.05;11;1.46;19;2.52;;;8;0.0107
Municipals;2019;1;24;8279801024;663;493;4;0;489;74.36;42;8.52;121;24.54;124;25.15;18;3.65;30;6.09;15;3.04;24;4.87;;;;;19;3.85;80;16.23;2;0.41;10;2.03;;;4;0.0082
Municipals;2019;2;1;8279802001;1094;612;1;2;609;55.76;185;30.33;16;2.62;58;9.51;22;3.61;25;4.1;62;10.16;16;2.62;;;;;3;0.49;167;27.38;27;4.43;22;3.61;;;6;0.0099
Municipals;2019;2;2;8279802002;458;187;0;1;186;40.61;63;33.87;8;4.3;10;5.38;9;4.84;12;6.45;10;5.38;2;1.08;;;;;1;0.54;54;29.03;8;4.3;9;4.84;;;0;0.0000
Municipals;2019;2;3;8279802003;799;381;1;0;380;47.68;127;33.33;6;1.57;33;8.66;17;4.46;15;3.94;45;11.81;7;1.84;;;;;1;0.26;106;27.82;15;3.94;8;2.1;;;0;0.0000
Municipals;2019;2;4;8279802004;660;319;3;0;316;48.33;91;28.53;8;2.51;12;3.76;19;5.96;14;4.39;45;14.11;8;2.51;;;;;1;0.31;88;27.59;9;2.82;19;5.96;;;2;0.0063
Municipals;2019;2;5;8279802005;827;468;4;2;462;56.35;117;25.11;8;1.72;34;7.3;22;4.72;21;4.51;49;10.52;9;1.93;;;;;3;0.64;160;34.33;15;3.22;21;4.51;;;3;0.0065
Municipals;2019;2;6;8279802006;737;399;0;1;398;54;112;28.14;17;4.27;33;8.29;17;4.27;24;6.03;43;10.8;12;3.02;;;;;0;0;109;27.39;12;3.02;19;4.77;;;0;0.0000
Municipals;2019;2;8;8279802008;781;450;2;2;446;57.36;125;27.9;8;1.79;28;6.25;15;3.35;19;4.24;57;12.72;7;1.56;;;;;2;0.45;142;31.7;16;3.57;26;5.8;;;1;0.0022
Municipals;2019;2;9;8279802009;1121;570;0;0;570;50.85;185;32.46;13;2.28;46;8.07;19;3.33;32;5.61;46;8.07;11;1.93;;;;;2;0.35;174;30.53;15;2.63;27;4.74;;;0;0.0000
Municipals;2019;2;11;8279802011;827;420;2;2;416;50.54;116;27.75;10;2.39;29;6.94;17;4.07;17;4.07;52;12.44;12;2.87;;;;;1;0.24;124;29.67;17;4.07;20;4.78;;;1;0.0024
Municipals;2019;2;12;8279802012;673;307;2;4;301;45.02;68;22.44;3;0.99;14;4.62;14;4.62;10;3.3;20;6.6;5;1.65;;;;;0;0;137;45.21;12;3.96;17;5.61;;;1;0.0033
Municipals;2019;2;14;8279802014;1477;793;2;3;788;53.49;155;19.62;14;1.77;86;10.89;17;2.15;33;4.18;83;10.51;22;2.78;;;;;2;0.25;295;37.34;33;4.18;45;5.7;;;3;0.0038
Municipals;2019;2;15;8279802015;595;222;0;0;222;37.31;66;29.73;2;0.9;5;2.25;10;4.5;7;3.15;27;12.16;0;0;;;;;0;0;83;37.39;11;4.95;11;4.95;;;0;0.0000
Municipals;2019;2;16;8279802016;1573;888;0;3;885;56.26;173;19.55;24;2.71;120;13.56;12;1.36;40;4.52;99;11.19;31;3.5;;;;;0;0;299;33.79;37;4.18;50;5.65;;;0;0.0000
Municipals;2019;2;17;8279802017;1367;688;4;5;679;49.96;183;26.79;14;2.05;69;10.1;13;1.9;26;3.81;72;10.54;14;2.05;;;;;10;1.46;210;30.75;30;4.39;38;5.56;;;0;0.0000
Municipals;2019;3;1;8279803001;1316;786;3;1;782;59.65;157;20;37;4.71;139;17.71;21;2.68;41;5.22;65;8.28;32;4.08;;;;;6;0.76;239;30.45;17;2.17;27;3.44;;;1;0.0013
Municipals;2019;3;2;8279803002;1107;746;5;1;740;67.3;152;20.4;55;7.38;127;17.05;21;2.82;37;4.97;66;8.86;18;2.42;;;;;11;1.48;212;28.46;9;1.21;29;3.89;;;3;0.0041
Municipals;2019;3;3;8279803003;1222;695;6;1;688;56.79;166;23.92;39;5.62;73;10.52;24;3.46;33;4.76;76;10.95;8;1.15;;;;;2;0.29;209;30.12;29;4.18;27;3.89;;;2;0.0029
Municipals;2019;3;4;8279803004;941;475;4;3;468;50.16;100;21.19;11;2.33;53;11.23;29;6.14;20;4.24;37;7.84;17;3.6;;;;;1;0.21;150;31.78;14;2.97;36;7.63;;;0;0.0000
Municipals;2019;3;5;8279803005;1747;1077;7;3;1067;61.48;161;14.99;101;9.4;202;18.81;10;0.93;70;6.52;57;5.31;43;4;;;;;23;2.14;360;33.52;19;1.77;20;1.86;;;1;0.0009
Municipals;2019;3;6;8279803006;1527;1020;7;1;1012;66.73;113;11.09;133;13.05;206;20.22;17;1.67;45;4.42;44;4.32;33;3.24;;;;;35;3.43;345;33.86;12;1.18;27;2.65;;;2;0.0020
Municipals;2019;3;7;8279803007;1632;1061;4;1;1056;64.95;135;12.74;103;9.72;208;19.62;24;2.26;59;5.57;83;7.83;51;4.81;;;;;21;1.98;324;30.57;18;1.7;29;2.74;;;1;0.0009
Municipals;2019;3;8;8279803008;1553;835;1;3;831;53.57;254;30.53;12;1.44;71;8.53;39;4.69;29;3.49;61;7.33;14;1.68;;;;;1;0.12;269;32.33;29;3.49;50;6.01;;;2;0.0024
Municipals;2019;3;14;8279803014;1090;518;3;4;511;47.16;136;26.46;10;1.95;67;13.04;17;3.31;17;3.31;49;9.53;21;4.09;;;;;5;0.97;166;32.3;13;2.53;8;1.56;;;2;0.0039
Municipals;2019;3;15;8279803015;918;558;0;0;558;60.78;142;25.45;18;3.23;89;15.95;20;3.58;36;6.45;42;7.53;18;3.23;;;;;2;0.36;154;27.6;20;3.58;17;3.05;;;0;0.0000
Municipals;2019;3;16;8279803016;679;375;0;0;375;55.23;125;33.33;4;1.07;12;3.2;19;5.07;12;3.2;54;14.4;8;2.13;;;;;2;0.53;110;29.33;7;1.87;22;5.87;;;0;0.0000
Municipals;2019;3;17;8279803017;840;452;1;3;448;53.45;167;37.19;3;0.67;24;5.35;20;4.45;19;4.23;58;12.92;4;0.89;;;;;0;0;115;25.61;10;2.23;28;6.24;;;0;0.0000
Municipals;2019;3;18;8279803018;757;445;1;0;444;58.78;108;24.27;7;1.57;26;5.84;13;2.92;11;2.47;63;14.16;2;0.45;;;;;0;0;172;38.65;19;4.27;22;4.94;;;1;0.0023
Municipals;2019;3;19;8279803019;906;487;1;1;485;53.64;165;33.95;13;2.67;34;7;17;3.5;20;4.12;66;13.58;9;1.85;;;;;2;0.41;125;25.72;13;2.67;20;4.12;;;1;0.0021
Municipals;2019;3;20;8279803020;1181;654;5;1;648;55.29;165;25.27;30;4.59;79;12.1;12;1.84;23;3.52;48;7.35;31;4.75;;;;;9;1.38;210;32.16;7;1.07;33;5.05;;;1;0.0015
Municipals;2019;4;1;8279804001;1102;767;4;0;763;69.6;82;10.69;166;21.64;163;21.25;34;4.43;21;2.74;37;4.82;45;5.87;;;;;11;1.43;177;23.08;9;1.17;15;1.96;;;3;0.0039
Municipals;2019;4;2;8279804002;1156;814;2;2;810;70.24;72;8.87;169;20.81;196;24.14;19;2.34;36;4.43;38;4.68;39;4.8;;;;;17;2.09;199;24.51;7;0.86;11;1.35;;;7;0.0086
Municipals;2019;4;3;8279804003;1303;843;1;4;838;64.39;141;16.81;87;10.37;177;21.1;29;3.46;38;4.53;38;4.53;45;5.36;;;;;14;1.67;226;26.94;11;1.31;29;3.46;;;3;0.0036
Municipals;2019;4;4;8279804004;1153;735;3;5;727;63.31;127;17.4;51;6.99;152;20.82;17;2.33;49;6.71;57;7.81;37;5.07;;;;;14;1.92;182;24.93;9;1.23;32;4.38;;;0;0.0000
Municipals;2019;4;5;8279804005;1214;700;1;2;697;57.5;99;14.18;59;8.45;141;20.2;14;2.01;18;2.58;55;7.88;28;4.01;;;;;10;1.43;242;34.67;11;1.58;20;2.87;;;0;0.0000
Municipals;2019;4;6;8279804006;1453;899;1;4;894;61.6;211;23.58;34;3.8;121;13.52;34;3.8;34;3.8;83;9.27;45;5.03;;;;;14;1.56;258;28.83;17;1.9;42;4.69;;;1;0.0011
Municipals;2019;4;7;8279804007;1870;966;4;8;954;51.23;215;22.44;53;5.53;116;12.11;15;1.57;62;6.47;85;8.87;18;1.88;;;;;5;0.52;295;30.79;40;4.18;49;5.11;;;1;0.0010
Municipals;2019;4;8;8279804008;961;588;3;3;582;60.87;112;19.15;26;4.44;67;11.45;19;3.25;47;8.03;63;10.77;28;4.79;;;;;1;0.17;171;29.23;11;1.88;36;6.15;;;1;0.0017
Municipals;2019;4;9;8279804009;731;406;6;1;399;55.4;106;26.17;3;0.74;41;10.12;20;4.94;30;7.41;42;10.37;6;1.48;;;;;0;0;106;26.17;21;5.19;24;5.93;;;0;0.0000
Municipals;2019;4;10;8279804010;728;368;0;0;368;50.55;138;37.5;7;1.9;20;5.43;15;4.08;18;4.89;24;6.52;9;2.45;;;;;1;0.27;99;26.9;7;1.9;29;7.88;;;1;0.0027
Municipals;2019;4;12;8279804012;1029;664;3;1;660;64.43;129;19.46;54;8.14;89;13.42;9;1.36;42;6.33;52;7.84;31;4.68;;;;;9;1.36;206;31.07;21;3.17;18;2.71;;;0;0.0000
Municipals;2019;4;13;8279804013;1180;820;5;1;814;69.41;88;10.74;88;10.74;160;19.54;25;3.05;36;4.4;40;4.88;39;4.76;;;;;25;3.05;293;35.78;5;0.61;12;1.47;;;3;0.0037
Municipals;2019;4;14;8279804014;994;770;1;0;769;77.46;59;7.66;150;19.48;199;25.84;35;4.55;20;2.6;37;4.81;43;5.58;;;;;32;4.16;174;22.6;3;0.39;16;2.08;;;1;0.0013
Municipals;2019;4;15;8279804015;870;636;3;0;633;73.1;55;8.65;134;21.07;157;24.69;12;1.89;22;3.46;36;5.66;35;5.5;;;;;28;4.4;144;22.64;1;0.16;6;0.94;;;3;0.0047
Municipals;2019;4;16;8279804016;976;722;5;1;716;73.87;50;6.93;150;20.8;155;21.5;29;4.02;30;4.16;37;5.13;39;5.41;;;;;15;2.08;188;26.07;5;0.69;12;1.66;;;6;0.0084
Municipals;2019;4;17;8279804017;1171;875;3;0;872;74.72;105;12;111;12.69;168;19.2;27;3.09;33;3.77;43;4.91;36;4.11;;;;;32;3.66;279;31.89;15;1.71;19;2.17;;;4;0.0046
Municipals;2019;4;18;8279804018;1934;1320;6;3;1311;68.1;213;16.17;140;10.63;231;17.54;27;2.05;93;7.06;71;5.39;79;6;;;;;18;1.37;395;29.99;23;1.75;21;1.59;;;0;0.0000
Municipals;2019;4;19;8279804019;942;564;1;4;559;59.45;107;19.11;22;3.93;70;12.5;18;3.21;57;10.18;57;10.18;26;4.64;;;;;2;0.36;161;28.75;15;2.68;23;4.11;;;1;0.0018
Municipals;2019;4;20;8279804020;535;267;0;1;266;49.72;105;39.47;3;1.13;21;7.89;11;4.14;8;3.01;20;7.52;2;0.75;;;;;0;0;74;27.82;12;4.51;10;3.76;;;0;0.0000
Municipals;2019;4;21;8279804021;792;429;5;5;419;53.54;134;31.6;3;0.71;36;8.49;10;2.36;26;6.13;38;8.96;6;1.42;;;;;2;0.47;133;31.37;10;2.36;20;4.72;;;1;0.0024
Municipals;2019;4;22;8279804022;1646;994;2;6;986;60.02;217;21.96;32;3.24;118;11.94;25;2.53;59;5.97;116;11.74;17;1.72;;;;;2;0.2;315;31.88;39;3.95;44;4.45;;;2;0.0020
Municipals;2019;4;23;8279804023;1650;1006;2;4;1000;60.73;250;24.95;27;2.69;108;10.78;23;2.3;66;6.59;103;10.28;20;2;;;;;7;0.7;306;30.54;34;3.39;56;5.59;;;0;0.0000
Municipals;2019;4;24;8279804024;1578;851;4;0;847;53.93;185;21.74;28;3.29;90;10.58;20;2.35;50;5.88;96;11.28;17;2;;;;;9;1.06;283;33.25;33;3.88;36;4.23;;;0;0.0000
Municipals;2019;4;25;8279804025;882;551;2;3;546;62.13;117;21.35;38;6.93;72;13.14;21;3.83;37;6.75;56;10.22;14;2.55;;;;;3;0.55;147;26.82;12;2.19;29;5.29;;;0;0.0000
Municipals;2019;4;26;8279804026;1084;762;2;0;760;70.3;86;11.29;127;16.67;164;21.52;14;1.84;36;4.72;36;4.72;31;4.07;;;;;35;4.59;207;27.17;4;0.52;15;1.97;;;5;0.0066
Municipals;2019;5;1;8279805001;1527;1004;7;5;992;65.42;217;21.72;59;5.91;133;13.31;25;2.5;35;3.5;96;9.61;32;3.2;;;;;14;1.4;319;31.93;35;3.5;27;2.7;;;0;0.0000
Municipals;2019;5;2;8279805002;1101;674;0;1;673;61.13;230;34.18;15;2.23;37;5.5;25;3.71;31;4.61;62;9.21;11;1.63;;;;;5;0.74;195;28.97;28;4.16;32;4.75;;;2;0.0030
Municipals;2019;5;3;8279805003;1488;943;1;0;942;63.37;142;15.06;72;7.64;209;22.16;21;2.23;37;3.92;69;7.32;41;4.35;;;;;20;2.12;271;28.74;15;1.59;41;4.35;;;4;0.0042
Municipals;2019;5;4;8279805004;1226;835;2;0;833;68.11;146;17.49;67;8.02;171;20.48;29;3.47;49;5.87;44;5.27;37;4.43;;;;;4;0.48;232;27.78;24;2.87;27;3.23;;;3;0.0036
Municipals;2019;5;5;8279805005;747;478;1;0;477;63.99;71;14.85;51;10.67;93;19.46;13;2.72;25;5.23;24;5.02;36;7.53;;;;;7;1.46;126;26.36;8;1.67;22;4.6;;;1;0.0021
Municipals;2019;5;6;8279805006;1571;1074;3;0;1071;68.36;177;16.48;106;9.87;194;18.06;32;2.98;53;4.93;82;7.64;48;4.47;;;;;20;1.86;310;28.86;14;1.3;34;3.17;;;1;0.0009
Municipals;2019;5;7;8279805007;873;643;4;0;639;73.65;90;14;65;10.11;140;21.77;11;1.71;39;6.07;26;4.04;49;7.62;;;;;13;2.02;174;27.06;12;1.87;18;2.8;;;2;0.0031
Municipals;2019;5;8;8279805008;1403;962;6;1;955;68.5;169;17.59;118;12.28;211;21.96;22;2.29;41;4.27;43;4.47;32;3.33;;;;;14;1.46;270;28.1;13;1.35;19;1.98;;;3;0.0031
Municipals;2019;5;9;8279805009;1378;962;2;1;959;69.74;214;22.27;69;7.18;147;15.3;41;4.27;71;7.39;63;6.56;41;4.27;;;;;9;0.94;250;26.01;20;2.08;34;3.54;;;0;0.0000
Municipals;2019;5;10;8279805010;1411;825;4;3;818;58.26;271;32.97;19;2.31;54;6.57;39;4.74;38;4.62;76;9.25;13;1.58;;;;;4;0.49;245;29.81;20;2.43;36;4.38;;;3;0.0037
Municipals;2019;5;11;8279805011;1449;975;0;0;975;67.29;201;20.62;67;6.87;158;16.21;33;3.38;56;5.74;72;7.38;26;2.67;;;;;14;1.44;304;31.18;18;1.85;24;2.46;;;2;0.0021
Municipals;2019;5;12;8279805012;584;370;1;0;369;63.36;108;29.19;16;4.32;66;17.84;10;2.7;19;5.14;17;4.59;15;4.05;;;;;2;0.54;96;25.95;7;1.89;11;2.97;;;2;0.0054
Municipals;2019;5;13;8279805013;1164;631;0;1;630;54.12;145;23.02;22;3.49;68;10.79;25;3.97;33;5.24;68;10.79;10;1.59;;;;;5;0.79;206;32.7;25;3.97;16;2.54;;;7;0.0111
Municipals;2019;5;14;8279805014;1578;1015;5;4;1006;64.07;258;25.52;27;2.67;133;13.16;31;3.07;51;5.04;92;9.1;28;2.77;;;;;5;0.49;317;31.36;19;1.88;43;4.25;;;2;0.0020
Municipals;2019;5;15;8279805015;1508;801;3;2;796;52.98;212;26.53;33;4.13;96;12.02;22;2.75;40;5.01;65;8.14;20;2.5;;;;;5;0.63;238;29.79;26;3.25;38;4.76;;;1;0.0013
Municipals;2019;5;16;8279805016;1894;1023;10;3;1010;53.85;277;27.16;28;2.75;100;9.8;35;3.43;41;4.02;90;8.82;30;2.94;;;;;2;0.2;353;34.61;17;1.67;36;3.53;;;1;0.0010
Municipals;2019;5;17;8279805017;1327;882;4;1;877;66.39;190;21.57;55;6.24;120;13.62;9;1.02;39;4.43;74;8.4;22;2.5;;;;;5;0.57;305;34.62;20;2.27;36;4.09;;;2;0.0023
